atv_remunerada,renda_mensal,num_mem_familia,renda_mensal_familia,sit_pai_trabalho,sit_mae_trabalho,ens_fundamental,ens_medio,tempo_concluiu_ens_medio,cor,hab_ler_jornal_revista,livros_lidos_ano,atv_ocup_tempo,meio_informado,faixa_etaria,procedencia,rep_ens_fundamental,rep_ens_medio,esc_pai,esc_mae,deficiencia,Evadiu
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,Mais do que 3 salários mínimos.,Trabalha regularmente,Está desempregada,Escola pública municipal,Parte em escola pública e parte em escola particular,Entre 2 e 3 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Música,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Pós-Graduado,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 2,5 até 3 salários mínimos.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública federal,Menos de um ano,Branco(a),Ocasionalmente,Mais de 05 livros,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Trabalha regularmente,Trabalha regularmente,Escola pública municipal,Escola pública municipal,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,Nenhum,Televisão,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),Branco(a),Não ,03 e 05 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Superior completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,Minha família não tem renda mensal,Está desempregado,Está desempregada,Escola pública estadual ,Escola pública federal,Há mais de 5 anos,Branco(a),Semanalmente,01 e 02 livros,Música,Internet,De 20 a 24 anos,Zona rural,1 vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,Branco(a),Diariamente,03 e 05 livros,Leitura,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Superior incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",É falecido e não deixou pensão,Vive de renda,Escola pública municipal,Escola pública estadual,Menos de um ano,Branco(a),Diariamente,Mais de 05 livros,Leitura,Jornal falado (TV),De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Vive de renda,Está desempregada,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Semanalmente,Mais de 05 livros,Leitura,Internet,De 18 a 19 anos,Zona rural,02 vezes,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 2 e 3 anos (incompletos),"Pardo(a), Mulato(a)",Semanalmente,01 e 02 livros,Televisão,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, mas se trata de um trabalho eventual.","Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Entre 3 e 4 anos (incompletos),Amarelo(a) de origem asiática,Semanalmente,01 e 02 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,1 vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,Nenhum,Internet,Internet,De 18 a 19 anos,Zona urbana,1 vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
Nao,"Menos de 0,5 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Diariamente,01 e 02 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Superior completo,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,Branco(a),Diariamente,03 e 05 livros,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
Nao,"Menos de 0,5 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,Branco(a),Não ,03 e 05 livros,Internet,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental completo,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 4 e 5 anos (incompletos),"Pardo(a), Mulato(a)",Não ,Nenhum,Nenhuma dessas atividades,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio completo,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,"Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,Negro(a),Não ,Nenhum,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"Menos de 0,5 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Entre 2 e 3 anos (incompletos),Branco(a),Ocasionalmente,03 e 05 livros,Artesanato,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Superior completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Vive de renda,Vive de renda,Escola pública municipal,Escola pública municipal,Entre 1 e 2 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Televisão,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Trabalha regularmente,Está desempregada,Escola pública municipal,Escola pública estadual,Entre 1 e 2 anos (incompletos),Negro(a),Ocasionalmente,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental completo,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
Nao,"De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Vive de renda,Vive de renda,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Semanalmente,03 e 05 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Visual,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública federal,Menos de um ano,Branco(a),Ocasionalmente,01 e 02 livros,Música,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Diariamente,Mais de 05 livros,Leitura,Internet,De 18 a 19 anos,Zona urbana,1 vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
Nao,"Menos de 0,5 salário mínimo.",De 1 a 3 pessoas,Minha família não tem renda mensal,Está desempregado,Está desempregada,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
Nao,"De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Está desempregada,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Televisão,Jornal falado (TV),De 18 a 19 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Outra situação,Está desempregada,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),Branco(a),Diariamente,03 e 05 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 7 a 9 pessoas,"De 0,5 até 1 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Nenhuma dessas atividades,Internet,De 18 a 19 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública federal,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,Nenhum,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Pós-Graduada,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Outra situação,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Não ,Nenhum,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Semanalmente,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 2,5 até 3 salários mínimos.",Outra situação,Outra situação,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Está desempregado,Outra situação,Escola pública estadual ,Apenas conclui o ensino fundamental,Ainda estou cursando o ensino médio,Indígena,Não ,Mais de 05 livros,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 1,5 até 2,5 salários mínimos.",De 1 a 3 pessoas,"De 2,5 até 3 salários mínimos.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Diariamente,01 e 02 livros,Televisão,Jornal falado (TV),A partir de 50 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental completo,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Trabalha regularmente,Está desempregada,Escola pública estadual ,Escola pública estadual,Entre 2 e 3 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Música,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,1 vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública estadual ,Escola pública federal,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Vive de renda,Escola pública municipal,Escola pública estadual,Ainda estou cursando o ensino médio,Negro(a),Ocasionalmente,03 e 05 livros,Internet,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Outra situação,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),Branco(a),Semanalmente,01 e 02 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental completo,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
Nao,"De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Vive de renda,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Internet,Internet,De 18 a 19 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Pós-Graduada,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",É falecido e não deixou pensão,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Nenhuma dessas atividades,Jornal falado (TV),De 25 a 29 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Está desempregada,Escola pública municipal,Escola pública estadual,Entre 1 e 2 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Internet,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 1 até 1,5 salário mínimo.",De 1 a 3 pessoas,Minha família não tem renda mensal,É falecido e não deixou pensão,É falecida e não deixou pensão,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,Negro(a),Ocasionalmente,01 e 02 livros,Televisão,Jornal falado (TV),De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"Menos de 0,5 salário mínimo.",Trabalha regularmente,Outra situação,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Internet,Internet,De 20 a 24 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,"Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),Negro(a),Diariamente,Mais de 05 livros,Televisão,Jornal falado (TV),De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Diariamente,01 e 02 livros,Televisão,Jornal falado (TV),De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
"Sim, mas se trata de um trabalho eventual.","Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Outra situação,Está desempregada,Outra situação,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Semanalmente,Mais de 05 livros,Televisão,Jornal falado (TV),De 20 a 24 anos,Zona urbana,1 vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Outra situação,Está desempregada,Escola pública estadual ,Escola pública estadual,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Ocasionalmente,Mais de 05 livros,Leitura,Jornal falado (TV),De 15 a 17 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Está desempregada,Escola pública estadual ,Escola pública estadual,Menos de um ano,"Pardo(a), Mulato(a)",Diariamente,03 e 05 livros,Internet,Jornal falado (TV),De 15 a 17 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Trabalha regularmente,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Diariamente,03 e 05 livros,Internet,Internet,De 20 a 24 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Vive de renda,Escola pública municipal,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 25 a 29 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"Menos de 0,5 salário mínimo.",Trabalha regularmente,Outra situação,Escola pública estadual ,Escola pública estadual,Entre 3 e 4 anos (incompletos),Negro(a),Não ,01 e 02 livros,Música,Jornal falado (TV),De 20 a 24 anos,Zona rural,1 vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 4 a 6 pessoas,"De 1,5 até 2.5 salários mínimos.",Vive de renda,Está desempregada,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Semanalmente,Mais de 05 livros,Leitura,Internet,De 25 a 29 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 1 até 1,5 salário mínimo.",De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Vive de renda,Vive de renda,Escola pública municipal,Escola pública estadual,Entre 3 e 4 anos (incompletos),"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 30 a 39 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental completo,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Outra situação,Vive de renda,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Internet,Internet,De 20 a 24 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,"De 0,5 até 1 salário mínimo.",Mais de dez pessoas,Minha família não tem renda mensal,Trabalha regularmente,Outra situação,Escola pública municipal,Escola pública estadual,Entre 4 e 5 anos (incompletos),Branco(a),Diariamente,03 e 05 livros,Televisão,Internet,De 20 a 24 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","Menos de 0,5 salário mínimo.",De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Trabalha regularmente,Está desempregada,Escola pública estadual ,Apenas conclui o ensino fundamental,Ainda estou cursando o ensino médio,"Pardo(a), Mulato(a)",Ocasionalmente,01 e 02 livros,Dança,Internet,De 15 a 17 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio incompleto,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 0,5 até 1 salário mínimo.",De 1 a 3 pessoas,"De 1 até 1,5 salário mínimo.",Outra situação,Outra situação,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Diariamente,Mais de 05 livros,Televisão,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Pós-Graduada,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Trabalha regularmente,Escola pública municipal,Escola pública estadual,Menos de um ano,Amarelo(a) de origem asiática,Semanalmente,03 e 05 livros,Televisão,Internet,De 18 a 19 anos,Zona rural,Nenhuma vez,Nenhuma vez,Ensino médio incompleto,Ensino médio incompleto,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",Outra situação,Está desempregada,Escola pública estadual ,Escola pública estadual,Menos de um ano,Negro(a),Ocasionalmente,03 e 05 livros,Internet,Internet,De 18 a 19 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino médio completo,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo integral (mais de 30 horas semanais).","De 1 até 1,5 salário mínimo.",De 4 a 6 pessoas,"De 1 até 1,5 salário mínimo.",É falecido e não deixou pensão,Outra situação,Escola pública estadual ,Escola pública estadual,Há mais de 5 anos,"Pardo(a), Mulato(a)",Ocasionalmente,03 e 05 livros,Nenhuma dessas atividades,Internet,De 30 a 39 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino médio completo,Não apresento nenhum tipo de deficiência,Sim
"Sim, em tempo parcial (ate 20 horas semanais).","Menos de 0,5 salário mínimo.",De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Trabalha regularmente,Está desempregada,Escola pública municipal,Escola pública municipal,Entre 2 e 3 anos (incompletos),Negro(a),Diariamente,03 e 05 livros,Televisão,Jornal falado (TV),De 20 a 24 anos,Zona rural,Nenhuma vez,Nenhuma vez,Analfabeto,Analfabeta,Não apresento nenhum tipo de deficiência,Sim
Nao,Nao tenho nenhuma renda mensal.,De 1 a 3 pessoas,"De 0,5 até 1 salário mínimo.",Está desempregado,Está desempregada,Escola pública estadual ,Escola pública estadual,Entre 1 e 2 anos (incompletos),Branco(a),Diariamente,01 e 02 livros,Televisão,Jornal falado (TV),De 25 a 29 anos,Zona urbana,Nenhuma vez,Nenhuma vez,Ensino fundamental incompleto,Ensino fundamental incompleto,Não apresento nenhum tipo de deficiência,Sim
